年月日,Data Field,1101 台泥,1102 亞泥,1216 統一,1301 台塑,1303 南亞,1326 台化,1402 遠東新,2002 中鋼,2105 正新,2801 彰銀,2823 中壽,2880 華南金,2881 富邦金,2882 國泰金,2883 開發金,2884 玉山金,2885 元大金,2886 兆豐金,2887 台新金,2890 永豐金,2891 中信金,2892 第一金,5880 合庫金,5871 中租-KY,9904 寶成,6505 台塑化,2303 聯電,2330 台積電,2408 南亞科,2454 聯發科,2301 光寶科,2357 華碩,2382 廣達,2395 研華,4938 和碩,2409 友達,3008 大立光,3481 群創,2412 中華電,3045 台灣大,4904 遠傳,2308 台達電,2317 鴻海,2354 鴻準,2474 可成
2016/5/26,收盤價(元),23.77,21.64,52.28,67.31,51.11,68.49,20.61,18.6,58.64,13.23,18.47,12.41,32.51,32.06,6.68,12.85,9.42,19.82,9.1,7.5,13.32,12.79,10.99,43.03,37.08,76.48,10.72,139.26,33.75,190.19,35.14,227.81,48.35,197.61,55.58,7.4,2567.24,8.73,96.03,94.46,64.1,128.63,77.21,63.73,217.13
2016/5/27,收盤價(元),23.89,22.18,52.36,67.57,51.19,69.43,20.7,18.6,59.6,13.31,19.29,12.64,32.86,32.58,6.78,12.93,9.6,19.82,9.25,7.61,13.6,12.91,11.07,43.12,37.65,77.34,10.76,140.61,34.53,188.85,34.73,229.07,48.27,200.52,55.84,7.44,2567.24,8.89,96.47,95.32,64.62,128.18,77.51,64.08,221.18
2016/5/30,收盤價(元),24.05,22.32,53.58,68.17,52.12,69.51,20.96,18.6,59.69,13.35,19.44,12.68,33.47,32.97,6.87,13.18,9.69,19.94,9.33,7.61,13.72,13.03,11.15,43.46,38.48,77.51,10.81,141.06,35.26,192.41,34.77,237.9,48.86,201.77,56.67,7.36,2634.17,8.75,96.03,95.75,64.88,132.66,78.59,64.34,222.53
2016/5/31,收盤價(元),24.37,22.55,54.01,68.09,52.37,70.03,20.61,18.46,58.73,13.35,19.29,12.57,33.47,32.67,6.9,13.29,9.87,20.11,9.41,7.63,13.68,13.07,11.31,42.94,38.44,76.57,10.81,140.61,34.44,195.52,34.73,235.38,48.94,200.94,56.93,7.48,2600.71,8.79,96.03,95.75,64.97,134.46,79.19,65.3,222.98
2016/6/1,收盤價(元),24.25,22.64,54.54,68.09,52.2,69.77,20.92,19.1,59.34,13.39,19.6,12.72,33.9,32.93,6.93,13.22,9.82,20.32,9.44,7.62,13.76,13.19,11.27,43.03,38.26,75.62,10.85,142.86,34.31,197.3,35.18,234.54,48.94,203.44,57.85,7.69,2705.88,9.07,96.47,94.89,65.23,135.8,79.68,65.3,225.67
2016/6/2,收盤價(元),24.33,22.59,55.15,68,51.95,70.11,20.74,18.83,59.69,13.39,19.87,12.68,33.73,32.93,6.88,13.25,9.64,20.45,9.41,7.65,13.68,13.15,11.23,43.03,37.47,75.88,10.85,142.86,34.61,191.08,35.43,233.7,48.94,202.61,56.67,7.59,2705.88,8.86,96.91,94.89,64.62,132.66,78.4,64.69,220.28
2016/6/3,收盤價(元),24.9,23.41,54.62,68.09,52.54,69.85,21.05,19.06,59.25,13.43,19.94,12.76,33.77,32.88,7.02,13.44,9.51,20.4,9.44,7.65,13.68,13.19,11.31,43.29,37.78,75.11,10.98,144.21,33.88,194.63,35.23,237.48,48.94,204.28,57.43,7.55,2729.79,8.82,97.78,96.18,65.05,135.8,79.09,65.3,223.43
2016/6/4,收盤價(元),24.82,23.18,54.19,67.92,52.62,69.85,21.01,19.06,58.99,13.35,19.6,12.72,33.47,32.67,6.98,13.33,9.55,20.36,9.41,7.65,13.64,13.15,11.23,43.55,37.65,76.4,10.94,143.76,33.96,199.96,34.52,237.06,48.61,202.61,57.51,7.58,2768.03,8.8,97.78,95.75,65.05,135.35,79.29,65.22,222.53
2016/6/6,收盤價(元),24.29,22.5,55.58,67.66,51.95,69.94,20.7,19.15,57.68,13.43,19.56,12.8,33.9,32.58,7,13.29,9.55,20.36,9.44,7.65,13.68,13.15,11.23,43.12,37.29,76.74,10.98,144.65,33.66,203.96,34.77,235.38,48.52,204.28,58.02,7.67,2763.25,8.87,97.78,96.18,65.74,135.8,79.29,65.22,218.03
2016/6/7,收盤價(元),25.39,23.36,56.54,68.86,52.88,71.98,20.87,19.38,58.64,13.51,19.75,12.99,34.03,32.88,7.02,13.36,9.6,20.61,9.52,7.68,13.68,13.35,11.39,43.2,37.65,77.6,11.03,145.55,34.31,207.07,36.88,238.32,48.94,210.95,59.19,7.71,2887.55,8.87,98.22,97.04,66.44,137.15,80.18,65.74,222.08
2016/6/8,收盤價(元),25.63,23.59,54.8,70.07,52.54,71.22,20.61,19.6,59.52,13.59,19.83,13.11,33.86,32.67,7.07,13.66,9.64,20.83,9.56,7.74,13.76,13.47,11.39,43.37,37.78,76.14,10.98,148.7,34.22,204.41,35.93,241.68,48.94,212.2,60.11,7.68,2868.43,8.81,98.65,97.9,66.7,136.7,80.37,65.83,222.08
2016/6/13,收盤價(元),25.55,22.82,53.75,68.09,50.52,69,20.29,18.92,59.17,13.31,19.21,12.76,33.42,32.58,6.9,13.47,9.24,20.49,9.33,7.57,13.08,13.23,11.23,43.03,38.04,74.93,10.81,145.55,31.14,195.52,35.72,234.54,48.94,208.03,57.26,7.47,2796.72,8.52,97.78,97.47,64.79,134.46,77.7,64.69,222.08
2016/6/14,收盤價(元),25.39,23.14,54.62,67.74,50.6,69,20.56,19.01,59.08,13.47,19.6,12.84,34.34,32.8,6.94,13.69,9.24,20.57,9.48,7.61,13.2,13.31,11.31,43.03,38.31,74.16,10.72,145.55,31.14,199.96,35.76,241.26,48.94,205.53,57.93,7.63,2882.77,8.59,97.78,98.33,65.74,136.25,78.99,66.09,226.12
2016/6/15,收盤價(元),26.12,23.18,55.93,67.83,50.77,70.2,20.56,18.97,58.82,13.47,19.63,12.88,34.6,32.93,6.94,13.69,9.28,20.57,9.44,7.61,13.2,13.31,11.31,42.9,38,75.02,10.85,146.45,31.45,204.85,36.22,237.9,48.94,206.78,57.51,7.65,2930.58,8.48,98.22,99.19,65.14,134.91,79.29,66.71,222.53
2016/6/16,收盤價(元),24.86,22.82,55.67,66.36,49.85,68.49,20.43,18.69,58.9,13.15,19.21,12.68,33.81,31.89,6.79,13.51,9.19,19.98,9.33,7.52,13.12,13.19,11.15,42.38,37.08,74.07,10.63,144.21,31.23,200.85,35.93,235.38,49.37,202.61,57.26,7.53,2825.4,8.42,97.78,97.47,64.27,133.56,77.9,65.66,213.54
2016/6/17,收盤價(元),25.88,24,55.75,66.11,50.27,68.32,20.29,18.88,58.73,13.43,19.6,12.88,34.12,32.32,6.94,13.76,9.24,20.32,9.44,7.57,13.2,13.31,11.31,42.81,37.47,73.82,10.76,146.45,32.1,201.74,36.38,236.64,49.7,205.11,57.01,7.58,2834.96,8.44,98.22,98.33,64.62,136.25,78.4,64.43,214.89
2016/6/20,收盤價(元),26.12,25.49,55.84,66.79,50.86,69.09,20.7,19.06,59.17,13.55,19.63,12.92,34.47,32.58,6.96,13.91,9.33,20.53,9.44,7.64,13.28,13.31,11.31,43.29,37.6,74.59,11.03,146.45,32.75,202.18,36.38,236.64,49.87,206.78,57.85,7.76,2854.09,8.66,98.65,98.76,65.14,136.25,79.58,65.04,219.38
2016/6/21,收盤價(元),26.36,25.36,56.45,67.4,51.11,69.09,20.65,19.19,59.52,13.59,19.6,13.11,34.55,32.84,6.99,13.87,9.33,20.66,9.52,7.66,13.32,13.47,11.35,43.55,37.82,76.22,10.85,148.7,33.44,203.96,38.2,236.64,49.87,208.86,58.69,7.69,2901.89,8.68,98.65,97.9,65.14,136.25,79.78,64.69,219.38
2016/6/22,收盤價(元),26.56,25.81,55.93,67.57,51.19,69.77,21.01,19.15,60.57,13.59,19.71,12.99,34.77,32.84,7.01,13.91,9.37,20.61,9.56,7.69,13.28,13.47,11.35,44.15,37.51,76.83,11.03,149.15,33.14,203.52,37.62,238.74,50.13,202.61,58.27,7.78,2916.24,8.73,99.09,97.9,65.74,138.49,80.57,65.74,222.53
2016/6/23,收盤價(元),25.92,25.4,55.58,66.45,50.86,69.68,21.05,19.15,59.6,13.51,19.56,13.03,34.6,32.62,6.95,13.84,9.33,20.45,9.52,7.66,13.28,13.43,11.31,44.23,37.51,76.05,11.12,147.35,33.01,202.63,37.21,233.7,50.8,202.61,57.68,7.77,2944.92,8.7,98.65,97.9,65.31,138.94,81.96,66.09,222.53
2016/6/24,收盤價(元),25.55,24.86,54.19,65.24,50.52,67.73,20.78,18.69,58.64,13.23,18.74,12.72,33.21,31.54,6.84,13.84,9.15,20.03,9.29,7.46,13.08,13.11,11.07,43.12,36.28,74.5,10.63,142.86,33.18,198.63,36.55,231.18,49.96,196.77,55.75,7.72,2772.81,8.52,98.22,96.61,64.71,136.7,80.57,63.99,214.89
2016/6/27,收盤價(元),25.55,25.4,55.06,65.67,50.6,68.07,20.74,18.65,57.94,13.23,18.82,12.72,33.66,31.68,6.81,13.58,9.15,19.73,9.33,7.48,13.16,13.19,11.11,43.98,36.55,75.36,11.03,145.19,33.31,201.3,36.76,222.77,49.87,195.94,56.17,7.87,2686.76,8.64,97.78,97.04,64.53,138.49,81.07,63.81,210.84
2016/6/28,收盤價(元),25.83,25,53.93,65.5,50.52,69,20.78,18.6,57.68,13.23,19.36,12.72,33.76,31.45,6.81,13.51,9.19,20.24,9.33,7.48,13.36,13.19,11.11,44.58,36.24,74.93,10.89,146.59,33.4,203.52,36.47,225.71,50.04,199.69,56.34,8,2782.38,8.73,98.22,97.04,65.31,138.04,81.56,63.9,211.74
2016/6/29,收盤價(元),25.55,25.27,55.15,66.28,51.36,68.92,21.14,19.06,57.68,13.31,19.13,12.84,34.17,31.54,6.9,13.66,9.28,20.4,9.44,7.53,13.44,13.35,11.23,44.75,37.25,75.28,11.12,148.46,33.92,211.07,36.55,225.29,50.72,198.86,56.84,8.46,2791.94,9.54,99.53,98.76,66,140.28,81.56,64.34,215.33
2016/6/30,收盤價(元),26,25.31,55.23,67.05,51.36,69,21.5,19.06,59.25,13.51,19.29,12.92,34.54,32.09,6.94,13.84,9.33,20.45,9.48,7.58,13.48,13.39,11.23,44.84,37.82,75.28,11.16,151.73,34.18,216.85,36.47,223.19,51.48,209.12,56.84,9.04,2815.84,9.82,101.71,101.55,67.39,139.84,81.56,66.09,213.54
2016/7/1,收盤價(元),26.48,25.86,56.45,67.92,51.45,70.03,21.9,18.83,59.6,13.47,19.44,12.99,34.49,32.14,6.97,13.84,9.33,20.45,9.52,7.68,13.52,13.39,11.35,44.84,38.31,77.43,11.12,155,33.61,217.74,37.5,225.71,52.4,207.41,58.85,9.08,2834.96,9.77,103.02,101.55,69.38,141.18,81.76,65.74,214.89
2016/7/4,收盤價(元),27.29,25.81,56.1,67.92,51.78,70.03,21.77,19.1,58.82,13.47,19.44,12.99,34.26,32.23,6.94,13.95,9.37,20.53,9.48,7.7,13.56,13.39,11.35,45.01,38.66,77.61,11.2,155,33.79,227.07,38.7,226.97,52.49,210.83,60.11,9.24,2854.09,9.95,103.89,100.2,69.38,143.42,82.35,65.74,214.89
2016/7/5,收盤價(元),27.54,25.86,56.02,67.92,51.78,69.94,21.68,19.01,58.55,13.47,19.21,12.95,33.94,32.09,6.91,13.91,9.82,20.45,9.52,7.73,13.6,13.43,11.35,45.35,38.66,76.44,11.16,153.13,33.79,217.74,38.2,226.97,51.9,211.69,58.6,9.28,2820.62,10,103.02,99.75,69.2,142.53,82.05,65.04,208.14
2016/7/6,收盤價(元),26.85,24.91,55.32,66.79,50.6,69.23,21.23,18.69,56.98,13.23,18.98,12.84,33.11,31.27,6.79,13.55,9.64,20.03,9.37,7.57,13.56,13.31,11.23,44.75,37.38,76.17,10.94,150.79,33.22,210.63,37.38,223.19,50.21,206.55,56.59,9.08,2734.57,9.72,102.58,99.75,68.94,141.63,80.57,63.99,198.7
2016/7/7,收盤價(元),27.66,25.18,55.32,67.31,51.28,69.23,21.19,18.83,57.33,13.15,18.86,12.84,33.07,31.27,6.77,13.4,9.64,20.03,9.37,7.62,13.52,13.27,11.23,45.09,37.97,77.88,10.98,153.6,33.22,211.52,38.7,224.45,51.98,208.26,57.26,9.29,2748.91,9.91,103.02,101.55,69.2,147.18,81.16,64.34,197.35
2016/7/11,收盤價(元),28.47,25.36,56.62,68.43,51.45,70.47,21.68,19.1,58.38,13.35,19.32,13.07,33.48,31.31,6.84,13.69,9.78,20.24,9.6,7.7,13.8,13.47,11.39,45.44,39.07,77.7,11.47,158.73,33.75,219.51,40.19,227.81,52.99,214.68,57.68,9.46,2858.87,9.81,106.95,102.91,70.68,149.96,81.56,64.95,197.8
2016/7/12,收盤價(元),28.23,25.22,57.06,69.47,52.46,73.14,21.77,19.1,58.38,13.39,19.6,13.11,34.08,31.54,6.87,13.8,9.78,20.24,9.6,7.75,14.04,13.47,11.47,45.7,39.71,79.23,11.53,159.66,33.88,220.4,41.18,231.18,52.57,214.25,59.78,9.29,3040.53,9.77,107.82,102.01,69.81,149.5,82.35,66.18,203.65
2016/7/13,收盤價(元),28.39,26.04,58.45,70.37,52.62,73.14,22.17,19.65,58.99,13.43,20.29,13.19,34.76,32.18,6.89,13.91,9.78,20.61,9.75,7.85,14.12,13.58,11.51,45.87,39.84,79.23,11.58,157.33,34.53,219.51,41.22,235.38,55.19,211.26,61.29,9.63,3035.75,9.81,106.07,102.91,69.27,150.42,82.55,67.06,206.34
2016/7/14,收盤價(元),28.43,26.04,57.41,70.28,53.05,73.14,22.36,20.7,58.64,13.51,20.72,13.3,34.95,32.69,6.93,13.87,9.82,20.7,9.79,7.89,14.12,13.58,11.58,47.07,39.61,78.6,11.58,157.8,34.7,218.63,40.6,237.06,53.84,214.68,60.78,9.5,2983.17,9.91,104.77,100.65,68.82,152.74,82.55,67.06,206.34
2016/7/15,收盤價(元),28.59,26.04,57.41,70.73,53.89,73.32,22.59,20.7,59.08,13.63,20.84,13.42,35.77,33.47,6.99,13.98,10.2,20.95,9.83,8.09,14.32,13.7,11.7,47.33,39.93,79.05,11.44,158.26,34.92,222.81,40.44,238.32,54.34,217.67,62.38,9.59,3279.57,9.91,107.38,101.55,69.18,155.98,83.54,67.93,215.78
2016/7/18,收盤價(元),28.8,26.04,58.19,71.45,54.48,73.77,22.83,20.7,59.6,13.72,21.14,13.46,36.19,33.88,7.06,14.17,10.34,20.95,9.86,8.13,14.48,13.82,11.82,47.5,40.62,79.05,11.58,158.26,34.61,223.28,40.89,239.58,56.12,212.11,63.21,10.01,3351.28,10.09,108.26,102.91,69.18,157.37,85.02,68.72,219.38
2016/7/19,收盤價(元),28.88,26.22,58.1,71.99,55.45,74.12,23.25,20.7,59.87,13.72,21.3,13.53,36.92,34.2,7.09,14.2,10.39,20.99,9.9,8.21,14.6,13.86,11.86,47.59,40.8,79.59,11.53,159.2,34.83,223.28,40.44,239.16,56.29,216.39,62.88,10.44,3298.69,10.65,107.82,102.46,68.45,157.83,85.22,68.64,218.03
2016/7/20,收盤價(元),28.63,26.22,58.02,72.08,55.1,74.21,23.2,20.38,60.48,13.72,20.99,13.5,36.69,33.79,7.06,14.13,10.3,20.99,9.86,8.13,14.52,13.86,11.82,47.33,40.43,81.48,11.44,158.73,34.61,221.42,39.69,237.9,56.03,218.96,63.97,10.44,3250.89,10.42,107.38,102.01,67.91,157.83,85.02,67.93,214.89
2016/7/21,收盤價(元),28.8,26.31,58.1,71.99,55.28,74.48,23.11,20.84,61.03,13.72,21.34,13.5,36.74,33.93,7.13,14.13,10.39,21.12,9.9,8.17,14.56,13.86,11.82,47.42,39.8,82.74,11.58,160.6,36.2,219.09,40.19,232.86,57.38,221.09,65.31,10.87,3236.54,10.88,108.28,102.46,68.45,157.83,86.4,68.9,215.78
2016/7/22,收盤價(元),28.27,26.18,57.23,72.17,55.1,74.39,23.01,20.79,60.85,13.68,21.17,13.46,36.74,33.65,7.06,13.98,10.25,20.99,9.86,8.13,14.48,13.82,11.82,47.33,40.21,81.48,11.39,159.66,35.97,219.56,39.81,234.96,55.53,212.97,64.64,10.74,3231.76,11.02,106,100.2,68.36,155.05,86.6,68.72,214.44
2016/7/25,收盤價(元),28.76,26.27,57.41,72.17,55.1,74.57,23.01,20.84,60.66,13.68,21.29,13.5,36.55,33.38,7.11,14.13,10.2,21.08,9.86,8.17,14.52,13.86,11.78,46.56,40.07,81.48,11.39,160.13,36.01,219.56,39.77,235.8,54.85,215.11,64.81,10.48,3193.52,10.74,106,99.3,67.91,155.05,86.6,68.02,211.29
2016/7/26,收盤價(元),28.46,26.13,57.58,72.08,55.01,74.57,23.15,20.88,61.76,13.72,21.29,13.46,36.69,33.33,7.06,14.27,10.53,21.04,9.86,8.21,14.56,13.86,11.78,48.45,40.11,80.85,11.48,161.53,36.94,224.21,41.14,234.96,54.6,216.82,64.97,10.61,3260.45,10.83,106,99.3,67.55,155.51,86.8,68.37,207.24
2016/7/27,收盤價(元),28.72,26.31,57.58,71.27,54.65,74.74,23.15,20.93,61.76,13.72,21.67,13.5,36.6,33.15,7.04,14.49,10.48,21.04,9.9,8.21,14.64,13.86,11.78,49.05,40.3,81.93,11.62,163.4,36.39,223.28,40.27,236.22,54.68,216.39,65.06,10.78,3360.84,10.97,106.46,100.2,67.55,154.13,87.99,68.55,208.59
2016/7/28,收盤價(元),28.76,26.72,57.67,71.18,54.39,75.19,23.25,20.93,61.4,13.72,21.75,13.53,36.78,33.33,7.02,14.86,10.48,21.04,9.9,8.29,14.72,13.94,11.82,48.71,40.39,82.29,11.21,164.8,35.08,227,39.69,237.48,54.85,214.25,65.73,10.99,3346.5,11.11,106.46,101.1,66.64,154.13,87.99,69.07,201.85
2016/7/29,收盤價(元),28.59,26.49,56.71,70.19,53.59,73.94,23.25,20.56,61.03,13.84,21.71,13.46,36.37,32.87,6.94,14.57,10.39,21.04,9.79,8.21,14.73,14.02,11.82,48.71,39.61,81.75,11.02,161.07,35.17,226.53,39.53,233.28,54.77,212.11,65.64,11.04,3270.01,10.92,103.72,99.3,66.46,155.51,86.9,67.76,199.6
2016/8/1,收盤價(元),28.59,26.63,57.41,70.55,54.65,74.21,23.25,20.84,61.86,13.84,21.75,13.57,36.69,33.1,7.03,14.74,10.44,21.04,9.9,8.25,14.77,14.06,11.86,49.4,40.02,82.29,11.02,165.27,35.36,231.65,40.56,238.74,54.14,212.97,66.57,10.99,3356.06,10.92,105.09,100.2,67.27,158.75,87.79,68.11,202.3
2016/8/2,收盤價(元),29.01,26.77,56.97,69.56,54.74,74.66,23.15,21.16,62.22,13.84,21.67,13.57,36.51,32.92,6.99,14.7,10.53,20.95,9.79,8.21,14.77,14.02,11.82,48.67,39.84,81.39,11.07,164.33,34.89,232.58,39.94,237.06,54.23,210.4,67.13,11.12,3427.77,10.97,105.09,99.75,67.55,161.99,87.49,68.02,202.3
2016/8/3,收盤價(元),29.43,26.95,57.41,70.01,53.68,74.66,23.11,20.88,62.41,13.76,21.62,13.42,36.37,32.83,6.99,14.45,10.39,20.99,9.75,8.17,14.73,13.94,11.82,47.49,39.66,81.03,10.93,161.07,34.43,231.65,39.86,237.06,52.7,210.4,66.33,11.12,3389.53,10.83,105.54,99.75,67,159.22,86.5,68.37,201.4
2016/8/4,收盤價(元),29.09,26.77,56.96,69.83,53.94,74.74,23.11,20.88,63.05,13.76,22,13.38,36.46,33.1,6.98,14.53,10.34,21.04,9.79,8.21,14.73,13.9,11.82,47.85,39.43,81.03,11.02,162.93,34.52,225.6,40.31,237.48,52.7,211.26,65.88,11.08,3432.55,10.97,105.54,99.75,66.46,158.29,87,68.55,197.35
2016/8/5,收盤價(元),29.43,26.81,57.59,70.91,54.65,74.39,23.2,21.07,64.15,13.84,22.2,13.5,37.1,33.47,7.06,14.74,10.44,21.33,9.86,8.25,14.77,14.22,11.86,48.58,40.21,81.66,11.02,165.27,35.08,231.65,40.52,239.7,52.7,213.82,64.71,11.38,3475.58,11.06,105.09,100.2,67,161.07,87.39,68.37,196.45
2016/8/8,收盤價(元),29.52,26.81,56.87,70.91,54.83,74.74,23.29,21.16,65.7,13.96,22.41,13.65,38.2,34.15,7.11,14.82,10.62,21.46,10.02,8.33,14.81,14.49,11.94,48.76,40.39,82.02,11.02,166.2,34.38,231.18,40.85,240.14,52.97,215.96,65.88,11.59,3647.69,11.25,106.46,102.46,68.09,161.99,88.97,69.07,198.25
2016/8/9,收盤價(元),29.52,26.77,56.24,71.09,54.83,75.1,23.29,21.35,65.98,14.04,22.41,13.61,38.2,34.66,7.08,14.86,10.71,21.71,10.09,8.33,14.85,14.49,11.98,48.03,41.3,85.26,11.07,166.67,33.96,232.58,41.68,240.59,53.24,216.82,66.33,11.38,3614.22,11.11,106.46,103.81,67.82,161.99,88.88,69.42,195.55
2016/8/10,收盤價(元),29.56,26.72,57.23,71.81,55.36,75.01,23.39,21.39,66.8,14.4,22.57,13.77,38.53,34.84,7.15,14.82,10.99,21.79,10.21,8.52,15.06,14.62,12.35,48.49,41.21,88.23,11.02,167.6,34.66,232.58,41.34,238.81,52.88,218.1,65.88,11.08,3652.47,10.92,106.46,103.81,68.73,161.99,88.97,69.69,191.96
2016/8/11,收盤價(元),29.52,26.81,57.59,72.17,55.45,75.63,23.2,21.26,63.78,14.27,22.16,13.69,38.11,34.48,7.19,14.9,10.9,21.88,10.21,8.52,14.98,14.53,12.35,48.58,41.25,87.24,11.07,164.8,34.15,231.18,41.59,235.71,52.88,220.24,64.18,10.82,3585.54,10.69,106.46,104.26,68.18,160.14,88.48,69.34,188.36
2016/8/12,收盤價(元),29.52,26.81,58.39,72.17,55.54,75.9,23.2,21.26,63.96,14.23,22.94,13.69,38.25,34.8,7.31,14.86,11.08,21.88,10.21,8.27,15.02,14.49,12.35,49.03,41.71,89.76,11.11,165.73,34.15,231.65,40.31,233.49,52.88,221.09,69.19,10.82,3633.34,10.6,105.09,104.71,68.73,161.53,85.22,70.04,191.51
2016/8/15,收盤價(元),29.52,26.67,55.79,72.17,55.72,75.9,23.2,21.02,64.06,14.23,22.74,13.61,38.07,34.71,7.31,14.78,11.04,21.56,10.21,8.23,15.23,14.31,12.26,49.49,41.89,88.5,10.97,167.13,34.66,231.65,40.72,235.71,54.32,220.67,70.26,10.36,3571.19,10.51,105.54,104.71,67,162.92,86.21,73.9,196.9
2016/8/16,收盤價(元),29.39,26.63,55.43,71.99,55.01,75.63,23.01,21.21,63.23,14.19,22.57,13.69,38.16,34.66,7.27,14.86,10.99,21.56,10.17,8.24,15.31,14.4,12.31,49.67,41.44,88.05,10.88,163.87,34.8,232.12,40.72,234.37,55.3,220.67,70.53,10.61,3609.44,10.79,105.09,103.36,67.18,162.92,85.22,73.19,196.45
2016/8/17,收盤價(元),28.84,26.81,55.34,71.72,54.83,75.01,22.5,21.16,61.86,14.36,22.37,13.73,38.25,34.98,7.28,14.78,10.9,21.65,10.13,8.22,15.35,14.44,12.31,49.58,41.53,89.49,10.88,165.27,34.29,233.05,40.93,235.71,55.57,219.38,71.61,10.48,3609.44,10.51,103.72,102.91,68.18,161.99,84.03,73.19,196
2016/8/18,收盤價(元),29.6,26.77,54.45,72.08,54.65,74.92,22.64,21.35,62.5,14.32,23.07,13.84,38.39,34.89,7.33,14.9,10.99,21.74,10.21,8.27,16.11,14.4,12.26,50.03,45.08,87.78,10.79,164.33,34.24,232.58,40.93,238.37,55.48,216.82,71.43,10.44,3554.49,10.6,103.72,102.91,67.82,160.14,84.72,73.9,202.3
